,school_by_population,Price_I,cantidadBuss,cantidadBike,cantidadMetro,TranspIndex,cantidadTrees,hospitals_count,CLIMATE_AND_ENVIRONMENT_I,Order_public_I,NEIGHBORHOOD_COEXISTENCE_I,criminality_incidents,vial order_I,Job_I
1,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.05102040816326531,0.12244897959183673,0.12244897959183673,0.12244897959183673,0.12244897959183673
